SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500173,GUJ.FLOURO  ,B ,Q,487.00,537.90,480.05,508.80,508.80,491.20,1482,37542,18579604.00,
500174,GUJ.LEASE   ,T ,Q,2.61,2.68,2.61,2.67,2.68,2.56,16,2158,5704.00,
500179,HCL INFOSYS ,B ,Q,73.95,77.40,73.00,73.45,73.45,74.25,13410,1388750,104648664.00,
500180,HDFC BANK   ,A ,Q,830.00,836.15,822.50,832.45,832.45,831.35,4002,102478,85048646.00,
500182,HEROMOTOCO  ,A ,Q,2445.00,2524.95,2429.60,2508.50,2508.50,2444.35,2359,15808,39165201.00,
500183,HIMACHAL FUT,B ,Q,15.75,16.25,15.35,15.95,15.95,15.80,2471,988836,15615750.00,
500184,HIMADRI CHEM,B ,Q,30.60,31.55,29.05,31.55,31.55,30.05,134,34846,1088092.00,
500185,HIND.CONSTN.,B ,Q,40.90,41.35,40.10,40.95,40.95,41.05,3643,493341,20164159.00,
500186,HIND.OIL EXP,B ,Q,52.85,52.90,51.85,52.05,52.05,53.15,1760,134574,7044644.00,
500187,HSIL        ,T ,Q,260.30,270.00,255.75,265.50,265.50,261.35,327,9758,2580033.00,
500188,HINDUS.ZI   ,A ,Q,167.75,167.75,164.00,165.30,165.30,166.35,2729,111827,18471394.00,
500189,HINDUJA VENT,B ,Q,331.65,336.00,326.00,331.40,331.40,331.30,883,11936,3957066.00,
500191,HMT LTD.    ,B ,Q,46.70,47.30,45.60,46.05,46.05,46.50,1021,75614,3509471.00,
500192,PRAG BOSIMI ,T ,Q,3.65,3.99,3.64,3.64,3.64,3.83,24,4800,18134.00,
500193,HOTEL LEELA.,B ,Q,25.90,26.00,25.20,25.50,25.50,26.20,1009,138013,3531817.00,
500199,I.G.PETRO   ,T ,Q,63.90,64.80,63.00,64.80,64.80,61.75,253,71810,4649195.00,
500201,IND.GLYCOLS ,B ,Q,128.75,129.15,126.05,126.80,126.80,129.70,1099,26367,3365118.00,
500202,IND.LEAS.DEV,T ,Q,6.20,6.83,6.20,6.20,6.20,6.51,16,2723,18435.00,
500206,MARGO FIN   ,T ,Q,3.37,3.37,3.37,3.37,3.37,3.53,8,101,340.00,
500207,INDO RAMA   ,B ,Q,25.60,25.60,24.10,24.45,24.50,24.45,108,10853,264503.00,
500209,INFOSYS LTD ,A ,Q,3240.00,3273.00,3240.00,3253.20,3253.20,3243.30,4780,27486,89506919.00,
500210,INGERSOLL   ,B ,Q,618.20,634.90,611.00,625.85,625.85,613.55,934,5392,3388442.00,
500211,INSILCO LTD.,T ,Q,13.00,13.95,13.00,13.95,13.95,13.30,60,9118,124733.00,
500212,INTEG.FIN.SE,T ,Q,14.20,14.22,14.20,14.22,14.22,13.55,10,789,11215.00,
500213,INTER.TRAVEL,B ,Q,239.00,244.95,234.30,242.35,242.35,237.90,165,5754,1376801.00,
500214,ION EXCHANGE,T ,Q,166.65,172.00,165.00,169.25,169.00,166.65,100,6981,1179493.00,
500215,AGRO TECH FO,B ,Q,580.00,580.00,559.00,574.30,570.00,592.50,588,4021,2294987.00,
500219,JAIN IRRIG  ,A ,Q,109.75,109.75,105.70,106.90,106.90,110.25,11109,767972,82387660.00,
500220,JASCH INDUST,B ,Q,12.99,13.45,12.99,13.39,13.39,12.27,14,1510,19791.00,
500222,JCT ELECTRON,T ,Q,0.72,0.72,0.66,0.67,0.72,0.69,145,29856,21417.00,
500223,JCT LTD     ,T ,Q,2.89,2.89,2.70,2.75,2.76,2.77,229,75743,209636.00,
500227,JINDAL POLYF,B ,Q,242.10,246.70,237.05,241.70,241.70,243.25,5098,66627,16224470.00,
500228,JSWSL       ,A ,Q,1218.00,1226.50,1207.40,1215.95,1210.00,1225.25,4898,51341,62445591.00,
500231,UMANG DAIR  ,B ,Q,64.30,64.30,61.05,61.60,61.60,61.25,585,43383,2722526.00,
500233,KAJARIA CER.,B ,Q,554.20,562.60,544.30,554.25,555.00,551.05,530,4666,2599788.00,
500234,KAKATIYA CEM,B ,Q,125.70,127.35,120.00,124.15,124.00,123.60,141,2105,260441.00,
500235,KALYANI STEL,B ,Q,102.05,105.40,99.90,103.95,103.95,101.10,2125,123429,12733169.00,
500236,KANELIND    ,T ,Q,9.52,10.49,9.52,10.20,10.20,10.02,80,21102,212971.00,
500238,WHIRLPOOL   ,B ,Q,331.30,353.50,330.55,344.95,348.00,336.70,1234,28233,9686731.00,
500239,KG DENIM    ,B ,Q,18.20,20.25,18.10,19.60,19.60,18.45,507,126826,2508725.00,
500240,KINETIC ENG.,B ,Q,47.00,48.50,47.00,47.35,47.35,48.00,74,3793,181287.00,
500241,KIRL.BROS.  ,B ,Q,303.00,307.60,281.00,285.50,281.00,303.30,661,5843,1695958.00,
500243,KIRL INDUS  ,B ,Q,383.00,389.90,383.00,387.65,388.95,382.40,22,176,67843.00,
500245,KIRL.FERROUS,T ,Q,38.70,39.30,38.40,39.05,39.05,38.55,211,30435,1188084.00,
500246,ENVAIN ELECT,B ,Q,15.80,17.20,15.35,17.20,17.20,15.75,14,661,10344.00,
500247,KOTAK MAH.BK,A ,Q,910.05,947.65,902.80,935.10,935.10,914.80,10588,143415,133629738.00,
500249,KSB PUMPS   ,B ,Q,525.90,545.85,520.75,539.80,540.00,525.80,354,1788,955396.00,
500250,L.G.BALKRISH,B ,Q,445.85,451.40,438.05,444.25,450.00,445.00,982,6373,2845294.00,
500251,TRENT LTD.  ,B ,Q,1214.00,1275.00,1210.00,1241.35,1241.35,1214.15,605,2522,3129088.00,
500252,LAKSHMI MACH,B ,Q,3940.00,3940.00,3890.50,3913.15,3913.15,3934.80,358,439,1716754.00,
500253,LIC HOUS.FIN,A ,Q,308.00,309.90,305.20,306.25,306.25,309.55,7442,324724,99766135.00,
500254,UTTAMVALUE  ,B ,Q,8.65,8.75,8.41,8.58,8.51,8.91,216,31145,268326.00,
500255,LML LTD.    ,B ,Q,6.20,6.40,6.15,6.22,6.22,6.20,221,43906,274460.00,
500256,LOK.HOUS&CON,B ,Q,14.95,15.00,14.50,14.55,14.55,14.90,277,41791,614415.00,
500257,LUPIN LTD.  ,A ,Q,1082.00,1094.25,1079.45,1086.35,1086.35,1091.80,2197,27374,29754287.00,
500259,LYKA LABS   ,B ,Q,17.25,17.30,16.45,16.65,16.45,17.25,158,15250,256099.00,
500260,RAMCOCEM    ,A ,Q,282.10,284.45,275.10,277.00,279.00,280.20,547,6159,1722318.00,XD
500264,MAFATLAL IND,B ,Q,156.20,159.95,155.25,156.75,156.75,158.00,119,2114,332069.00,
500265,MAH.SEAMLESS,B ,Q,309.10,338.85,307.00,332.60,332.60,309.80,1365,19524,6400279.00,
500266,MAH.SCOOTER ,B ,Q,705.00,761.30,705.00,718.35,718.35,698.50,1269,14926,10972270.00,
500267,MAJESTIC AUT,T ,Q,56.50,61.20,56.25,58.25,58.20,59.20,40,2121,122385.00,
500268,MANALI PETRO,B ,Q,12.15,12.15,11.65,11.69,11.69,11.82,415,81056,952397.00,
500271,MAX INDIA   ,A ,Q,322.50,322.50,315.40,316.55,316.55,320.55,2513,46318,14732565.00,
500279,MIRC ELECT  ,B ,Q,7.28,7.28,6.83,6.99,7.00,7.13,722,56387,393986.00,
500280,CENTURY ENKA,B ,Q,171.50,175.00,170.30,173.55,173.55,173.35,449,9949,1724933.00,
500284,LORDS CHLORO,T ,Q,30.85,30.85,27.95,27.95,27.95,29.40,4,6,170.00,
500285,SPICEJET LTD,B ,Q,17.95,18.10,17.65,17.75,17.75,18.10,4498,2666098,47485951.00,
500288,MOREPEN LAB.,B ,Q,5.10,5.25,4.84,4.84,4.85,5.09,330,139834,689978.00,
500290,MRF LTD.    ,A ,Q,22971.75,23444.00,22850.00,23295.90,23295.90,23282.50,805,965,22399472.00,
500292,HEIDEL CEM  ,B ,Q,64.60,67.80,63.30,63.95,63.95,65.10,1945,137549,8990461.00,
500294,NCC         ,B ,Q,75.20,75.20,73.40,73.75,73.75,75.40,1443,108794,8046060.00,
500295,SSLT        ,A ,Q,301.00,302.25,296.85,298.40,298.40,302.10,9038,442865,132682357.00,
500296,NAHAR SPG.  ,T ,Q,142.10,147.00,142.10,143.85,143.00,145.00,127,6141,890126.00,
500298,NAT.PEROXIDE,B ,Q,580.00,589.70,580.00,588.35,589.70,581.85,126,1420,832134.00,
500300,GRASIM IND. ,A ,Q,3351.60,3370.00,3320.00,3333.35,3333.35,3377.50,1210,7011,23451217.00,
500301,NEPC INDIA  ,T ,Q,4.58,4.62,4.35,4.60,4.50,4.41,87,22557,102711.00,
500302,PEL         ,A ,Q,645.15,645.15,636.20,640.65,640.65,642.30,704,8837,5657356.00,
500303,ADI BIR NUVO,A ,Q,1406.30,1435.20,1392.45,1425.35,1425.35,1407.70,1158,7801,11064320.00,
500304,NIIT LTD.   ,T ,Q,49.00,49.70,47.65,48.25,48.25,50.10,360,38145,1854978.00,
500306,JAYKAY      ,B ,Q,3.15,3.17,2.93,3.00,3.17,3.05,31,3764,11351.00,
500307,NIRLON      ,B ,Q,117.50,118.50,113.00,113.90,114.25,116.80,204,16357,1884995.00,
500310,NOVAPAN IND.,B ,Q,37.00,37.00,36.10,36.10,36.10,38.00,6,650,23510.00,
500312,ONGC CORPN  ,A ,Q,412.25,414.00,407.10,410.40,410.40,413.55,8722,298654,122515128.00,
500313,OIL COUNTRY ,B ,Q,58.50,63.15,56.65,62.30,62.30,58.45,1815,127486,7758549.00,
500314,ORIENT HOTEL,B ,Q,24.85,24.85,23.00,23.00,23.00,24.05,56,5883,135381.00,
500315,ORINTAL BANK,A ,Q,286.30,289.50,282.10,287.45,287.45,292.15,4824,146301,41907849.00,
500317,OSWAL AGRO. ,B ,Q,14.80,15.15,14.30,14.70,14.60,14.80,142,13007,190702.00,
500318,OSWAL SPG(P),T ,Q,2.23,2.23,2.09,2.18,2.18,2.19,76,6554,13903.00,
500319,INDIAN SUCRO,T ,Q,12.98,13.02,12.98,13.02,13.02,13.25,24,9840,128073.00,
500322,PANYAM CEMEN,T ,Q,39.50,40.70,39.00,39.00,39.00,39.45,10,315,12361.00,
500325,RELIANCE    ,A ,Q,982.00,984.00,970.20,976.70,976.70,982.35,13600,239988,234680267.00,
500327,PEACOCK IND.,T ,Q,7.98,8.17,7.76,8.08,8.10,7.86,104,45113,363496.00,
500329,PENTAMED.G  ,B ,Q,1.06,1.06,0.98,1.01,1.02,1.02,981,97307,97280.00,
500330,RAYMOND     ,B ,Q,430.00,467.40,425.55,461.40,461.40,430.15,10750,479763,213074757.00,
500331,PIDILITE    ,A ,Q,349.60,354.00,346.00,347.95,347.95,348.30,1315,19883,6966874.00,
500333,PIX TRANS   ,B ,Q,46.00,47.40,45.75,46.50,46.85,46.80,90,6916,322418.00,
500335,BIRLA CORPN.,B ,Q,389.00,402.00,385.30,396.85,396.85,399.20,98,1021,402901.00,
500336,SURYA ROSHNI,B ,Q,100.55,103.00,100.30,101.05,101.00,101.05,591,32923,3328581.00,
500337,PRIME SECUR.,T ,Q,7.00,7.71,6.99,6.99,6.99,7.35,46,11320,81182.00,
500338,PRISM CEMENT,T ,Q,70.60,74.90,70.60,73.25,73.25,73.00,456,33768,2479384.00,
500339,RAIN        ,B ,Q,39.95,40.25,39.45,39.80,39.80,40.25,501,40019,1593341.00,
500343,PUDUMJEE    ,B ,Q,15.20,16.50,15.00,15.90,15.90,15.00,174,30352,478386.00,
500346,PUN.COMMUNI.,T ,Q,89.50,89.50,84.95,85.00,85.00,87.85,28,2222,188868.00,
500350,RSWM  LTD   ,B ,Q,201.25,209.00,201.25,202.70,202.70,205.00,1512,15471,3165335.00,
500354,RAJSH.SUGAR ,B ,Q,32.10,33.70,32.00,33.50,33.50,33.25,50,4590,150673.00,
500355,RALLIS INDIA,B ,Q,222.10,226.00,215.65,216.95,216.95,217.55,7672,225752,50121298.00,
500356,RAMANEWS    ,B ,Q,7.60,7.83,7.45,7.83,7.83,7.46,76,7042,54510.00,
500357,RAMA PAPER  ,T ,Q,6.80,6.80,6.80,6.80,6.80,7.15,2,200,1360.00,
500359,RANBAXY LAB.,A ,Q,553.00,556.80,547.60,553.10,553.10,555.55,2837,60179,33190319.00,
500360,RAPICUT CARB,B ,Q,46.60,46.60,44.50,44.75,44.55,45.15,35,1051,47429.00,
500365,RMGALLOY    ,B ,Q,4.65,4.85,4.55,4.58,4.85,4.78,21,3454,15927.00,
500366,ROLTA (I)   ,B ,Q,106.45,112.35,106.20,109.90,109.90,106.30,13667,841732,92594692.00,
500367,RUBFILA INT.,B ,Q,29.70,30.80,29.40,30.00,30.00,30.35,449,34397,1030546.00,
500368,RUCHI SOYA  ,B ,Q,42.60,43.15,42.25,42.55,42.55,43.10,691,38535,1641733.00,
500370,SALORA INT. ,T ,Q,37.25,39.00,37.00,38.05,37.10,38.00,21,2602,96626.00,
500371,SAMTEL IND. ,T ,Q,4.65,4.77,4.33,4.33,4.33,4.55,19,13730,65249.00,
500372,SAMTEL COL  ,T ,Q,2.56,2.60,2.40,2.60,2.60,2.50,17,2091,5270.00,
500378,JINDAL SAW  ,B ,Q,74.35,76.00,73.70,74.20,74.20,75.15,2497,149051,11134087.00,
500380,JK LAKSHMI  ,B ,Q,221.35,223.90,219.15,221.15,221.15,223.05,877,16296,3617449.00,
500387,SHREE CEMENT,A ,Q,7288.15,7401.00,7253.30,7314.70,7325.00,7369.00,187,266,1945108.00,
500388,SHREE KRISHN,T ,Q,9.95,9.95,9.95,9.95,9.95,10.47,2,27,268.00,
500390,REL INFRA   ,A ,Q,775.35,780.00,756.20,766.50,766.50,786.80,20501,492666,379182118.00,
500399,STEELCO GUJ.,B ,Q,4.71,5.07,4.71,5.05,5.05,4.86,23,3655,17293.00,
500400,TATA POWER  ,A ,Q,107.95,108.10,104.80,105.75,105.75,108.55,7199,672196,71418578.00,
500402,SPMLINFRA   ,T ,Q,72.90,72.90,70.05,72.90,72.90,69.45,67,3824,276831.00,
500403,SUNDARAM FAS,B ,Q,115.20,115.25,112.20,113.40,113.40,114.70,578,19132,2175625.00,
500404,SUNFLAG IRON,B ,Q,28.30,29.30,28.20,28.25,28.25,28.60,358,37112,1060397.00,
500405,SUPREME PET*,B ,Q,83.90,85.30,80.10,81.45,81.45,83.35,1836,40081,3352716.00,
500407,SWARAJ ENGIN,B ,Q,920.00,924.00,911.00,914.95,914.95,925.00,228,871,797439.00,
500408,TATA ELXSI  ,B ,Q,637.00,671.00,616.35,619.30,619.30,636.80,50345,991449,638169998.00,
500410,ACC LTD     ,A ,Q,1477.05,1478.00,1451.00,1459.40,1459.00,1478.00,1298,14002,20450142.00,
500411,THERMAX     ,A ,Q,924.00,925.00,912.00,916.05,912.00,920.80,432,25799,23854404.00,
500412,THIRUMALAI  ,B ,Q,97.00,101.50,96.20,100.30,100.30,97.70,1359,73226,7307705.00,
500413,THOMAS COOK ,B ,Q,116.50,117.70,115.05,116.35,116.10,117.35,1644,54385,6331145.00,
500414,TIMEX GROUP ,B ,Q,15.00,15.80,14.75,15.60,15.60,15.05,187,46961,721025.00,
500418,TOKYO PLAST ,B ,Q,16.95,17.95,16.95,17.95,17.95,16.35,27,5161,91287.00,
500420,TORRENT PHAR,B ,Q,698.65,702.05,692.25,699.55,697.00,701.05,293,2092,1462085.00,
500422,TRANSCHEM   ,B ,Q,23.95,25.00,22.55,24.60,22.55,23.10,40,1778,43494.00,
500425,AMBUJA CEME ,A ,Q,223.30,224.00,219.40,220.30,220.30,224.55,2598,100403,22147400.00,
500429,UNIPHOS ENT.,B ,Q,26.35,28.20,26.35,26.85,26.85,28.00,14,1428,38869.00,
500439,VARD HOLDNG ,B ,Q,700.00,700.00,700.00,700.00,700.00,706.30,4,100,70000.00,
500440,HINDALCO    ,A ,Q,187.00,187.50,183.75,184.55,184.55,188.75,13184,1117828,206609438.00,
500444,WEST COAST  ,B ,Q,57.25,61.70,57.00,60.55,60.55,57.90,2783,224953,13583704.00,
500449,HIND.ORG.CHM,B ,Q,18.15,18.20,17.75,18.10,17.90,17.80,48,5686,102339.00,
500456,PAS.ACRYLON ,B ,Q,5.40,5.40,4.80,5.14,5.12,5.00,57,6817,34208.00,
500458,PHIL CORPN. ,T ,Q,2.69,2.70,2.68,2.69,2.69,2.82,9,1100,2957.00,
500459,PROCTER &GAM,B ,Q,4628.20,4745.00,4628.20,4690.90,4690.90,4746.25,132,754,3564214.00,
500460,MUKAND LTD. ,B ,Q,36.90,37.40,36.10,36.85,36.50,37.15,83,14286,525345.00,
500463,AGCNET      ,B ,Q,66.30,67.00,65.10,65.80,65.80,66.00,62,304,20019.00,
