SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500041,BANNARI AMAN,B ,Q,1020.00,1020.00,975.00,996.00,1000.00,989.50,60,214,212811.00,
500042,BASF INDIA  ,B ,Q,830.70,832.70,812.05,830.25,832.00,830.70,739,4817,3976428.00,
500043,BATA INDIA  ,A ,Q,1285.00,1285.00,1215.15,1244.00,1244.00,1256.90,2408,19069,23609602.00,
500046,BEST&CROMPT.,T ,Q,6.00,6.00,5.93,5.93,5.93,6.24,11,274,1625.00,
500048,BEML LTD    ,T ,Q,647.50,647.50,647.45,647.45,647.45,681.50,189,1484,960821.00,
500049,BHARAT ELECT,A ,Q,1790.00,1820.00,1712.95,1796.20,1796.20,1779.50,2368,11886,21054544.00,
500051,BHAG GAS    ,Z ,Q,1.70,1.80,1.70,1.80,1.80,1.78,10,3200,5700.00,
500052,BHANSALI ENG,B ,Q,18.90,19.80,18.80,19.45,19.45,19.75,101,11546,219735.00,
500055,BHUSH STEEL ,A ,Q,398.55,398.55,390.00,393.65,393.75,396.50,683,29150,11449623.00,
500057,ABCIL       ,B ,Q,190.50,207.00,189.90,198.20,198.20,192.55,499,4787,965108.00,
500058,BIHAR SPONGE,T ,Q,4.00,4.10,4.00,4.10,4.10,4.15,25,8200,33520.00,
500059,BINANI IND. ,B ,Q,134.00,134.00,127.30,127.30,127.30,133.95,728,43955,5624939.00,
500060,BIRLA ERIC. ,T ,Q,60.00,62.00,58.70,59.00,59.00,59.85,124,11423,693701.00,
500067,BLUE STAR   ,B ,Q,295.60,295.60,280.00,283.70,283.70,287.40,661,15178,4297608.00,
500068,DISA INDIA  ,B ,Q,3515.00,3600.00,3211.05,3589.00,3589.00,3700.00,34,160,530557.00,
500074,BPL LTD.    ,B ,Q,16.30,17.45,16.30,16.75,16.65,16.80,70,4953,83761.00,
500078,CAMPH.& ALL ,B ,Q,277.05,306.65,277.05,291.55,290.00,296.40,204,9172,2636100.00,
500083,CENTURY EXT ,T ,Q,1.75,1.89,1.75,1.79,1.78,1.80,38,16476,30412.00,
500084,CESC LTD.   ,A ,Q,643.00,657.50,605.00,643.15,643.15,636.35,5656,70759,45113198.00,
500085,CHAMBAL FERT,B ,Q,54.90,55.00,52.45,52.95,52.95,54.50,2863,193771,10313371.00,
500086,EXIDE IND.  ,A ,Q,144.45,148.35,143.70,146.80,146.80,144.65,3868,214828,31440293.00,
500087,CIPLA LTD.  ,A ,Q,437.00,438.55,429.15,432.65,432.65,435.75,2768,85744,37077227.00,
500089,DIC INDIA   ,B ,Q,440.00,441.00,426.00,435.65,435.10,443.70,123,582,253847.00,
500092,CRISIL LTD  ,A ,Q,1934.05,1941.85,1810.00,1834.35,1834.35,1937.35,1068,1978,3710875.00,
500093,CROMPT.GREAV,A ,Q,171.90,178.35,169.40,176.85,176.85,172.10,15197,709593,123803761.00,
500095,WYETH LTD.  ,B ,Q,914.10,924.00,905.65,916.35,909.00,922.35,315,648,590670.00,
500096,DABUR (I)   ,A ,Q,192.50,194.25,189.75,190.60,190.60,193.80,2381,342980,66341731.00,
500097,DALMIASUG   ,B ,Q,22.30,23.55,22.30,23.00,23.00,23.45,41,1788,41066.00,
500101,ARVIND Ltd  ,B ,Q,202.00,216.00,199.15,212.70,212.70,203.10,14176,367043,76408213.00,
500102,BALARPUR IND,B ,Q,16.85,16.85,15.95,16.05,16.05,16.60,1426,443717,7206349.00,
500103,BHEL        ,A ,Q,223.90,228.25,220.10,226.35,226.35,223.40,13659,581417,130803025.00,
500104,HIND.PETRO  ,A ,Q,383.10,393.00,380.20,386.20,386.20,376.55,6622,154230,59505782.00,
500106,IFCI LTD    ,A ,Q,35.00,36.15,34.25,35.65,35.65,34.95,6141,1751013,62058413.00,
500108,MAHA.TELE   ,B ,Q,31.50,32.50,31.10,31.45,31.45,31.10,6999,1100058,34836902.00,
500109,MRPL        ,A ,Q,65.95,69.90,65.95,66.50,66.50,65.95,2524,168883,11387532.00,
500110,CHENNAI PET.,B ,Q,85.75,88.00,85.75,86.25,86.50,85.75,989,46578,4043842.00,
500111,REL.CAP.    ,A ,Q,554.90,567.95,548.05,561.20,561.20,559.60,31285,821297,459231479.00,
500112,STATE BANK  ,A ,Q,2425.00,2439.55,2369.70,2412.10,2412.10,2421.55,25425,235067,567322457.00,
500113,STEEL AUTH. ,A ,Q,82.00,84.30,81.20,83.45,83.45,82.15,7108,610019,50770921.00,
500114,TITAN       ,A ,Q,328.80,328.80,318.15,321.75,321.75,330.25,4462,134729,43423518.00,
500116,IDBI BANK L ,A ,Q,88.90,91.20,87.05,89.95,89.95,88.35,6883,446615,40038861.00,
500117,DCW LTD.    ,B ,Q,23.80,24.20,21.90,22.75,22.75,24.00,4190,637882,14696236.00,
500119,DHAMPUR SUGA,B ,Q,58.90,58.90,55.20,55.90,55.85,55.85,315,15363,868121.00,
500120,DIAMINES&CHM,B ,Q,32.05,32.95,31.25,31.50,31.25,32.35,58,6231,199393.00,
500123,ELANTAS     ,B ,Q,710.00,717.90,706.95,711.10,706.95,710.05,83,1579,1123673.00,
500124,DR.REDDY'S  ,A ,Q,2700.00,2708.75,2664.90,2693.55,2690.00,2704.95,2521,18782,50414116.00,
500125,E.I.D.PAR   ,B ,Q,193.05,204.90,193.00,199.10,199.10,197.35,4923,115899,23266902.00,
500126,MERCK LTD   ,B ,Q,710.00,717.45,691.05,696.55,692.65,710.10,220,1003,707270.00,
500128,ELEC.CASTING,B ,Q,30.10,30.40,29.20,29.50,29.55,29.90,1431,155447,4636468.00,
500132,EMPEE SUGARS,T ,Q,6.22,6.69,6.22,6.69,6.69,6.54,11,868,5401.00,
500133,ESAB INDIA  ,T ,Q,615.00,631.50,607.45,607.45,607.45,617.70,14,172,106141.00,
500134,ESSAR OIL   ,A ,Q,105.80,108.10,105.00,106.15,106.15,105.85,1664,126928,13523493.00,
500135,ESSEL PROP  ,B ,Q,96.95,96.95,93.75,96.10,96.10,96.25,781,17006,1624210.00,
500136,ESTER INDUS.,T ,Q,20.25,20.25,19.45,19.95,20.00,19.95,63,10846,215125.00,
500139,FEDDER.LLYOD,B ,Q,73.25,74.95,70.35,70.95,70.95,72.60,892,32320,2333432.00,
500141,FERRO ALLOYS,B ,Q,8.10,8.53,8.10,8.28,8.23,8.34,90,25822,215360.00,
500142,FGP LTD.    ,T ,Q,3.00,3.02,3.00,3.02,3.02,2.88,4,950,2851.00,
500144,FINOL. CABLE,B ,Q,198.90,204.00,193.55,194.60,194.60,197.25,2218,61162,12087447.00,
500145,FIRST LEASIN,Z ,Q,13.10,13.75,13.10,13.25,13.25,13.10,71,8056,108775.00,
500147,CMI FPE     ,B ,Q,523.80,523.80,510.00,510.00,510.00,510.00,30,172,87950.00,
500148,UFLEX LTD   ,B ,Q,118.50,120.95,117.30,119.75,120.25,118.55,1058,33769,4043896.00,
500150,FOSECO INDIA,B ,Q,675.00,691.00,670.05,673.80,670.05,689.80,12,106,73160.00,
500151,GOLDEN TOB  ,B ,Q,24.40,24.40,22.65,23.00,23.00,23.80,41,2630,61233.00,
500153,GANESH BENZO,B ,Q,5.88,5.90,5.88,5.90,5.90,6.05,14,2250,13243.00,
500155,GARDEN SILK ,B ,Q,44.30,45.15,43.00,43.95,43.95,44.40,287,8375,367745.00,
500159,METROGLOBL  ,B ,Q,58.00,58.00,49.90,51.00,51.00,55.85,16,79,4251.00,
500160,GTL LTD.    ,B ,Q,21.90,21.90,21.30,21.40,21.30,22.10,408,35245,761205.00,
500162,PARRYSUGR   ,T ,Q,24.40,24.40,24.40,24.40,24.40,25.65,14,786,19178.00,
500163,GODFREY PH  ,B ,Q,2750.00,2825.00,2650.00,2670.70,2670.70,2692.00,207,389,1056211.00,
500164,GODREJ IND  ,A ,Q,330.10,334.05,325.10,327.20,327.20,332.50,2292,44824,14767588.00,
500165,KANSAI NERO ,B ,Q,1550.00,1550.00,1528.00,1528.00,1528.00,1551.90,114,73,112090.00,
500166,GOODRICKE   ,B ,Q,172.60,177.90,168.20,171.00,170.60,172.95,709,28643,4969622.00,
500168,GOODYEAR (I),B ,Q,506.00,515.00,497.00,511.10,512.00,505.90,366,8616,4374750.00,
500170,GTN INDUS   ,T ,Q,13.30,14.35,13.30,13.35,13.35,13.70,14,434,6154.00,
500171,GHCL LTD    ,B ,Q,50.60,50.60,48.50,49.90,49.90,50.20,808,53526,2655732.00,
500173,GUJ.FLOURO  ,B ,Q,493.05,493.05,467.00,475.20,475.20,484.15,730,4619,2209988.00,
500174,GUJ.LEASE   ,T ,Q,2.50,2.55,2.47,2.55,2.55,2.58,16,4202,10648.00,
500179,HCL INFOSYS ,B ,Q,59.50,60.55,57.60,59.00,59.00,58.75,5706,422322,24958343.00,
500180,HDFC BANK   ,A ,Q,815.00,819.80,808.70,816.45,816.45,812.15,3170,63525,51798498.00,
500182,HEROMOTOCO  ,A ,Q,2430.00,2470.00,2410.00,2452.25,2465.00,2434.75,1399,8835,21574373.00,
500183,HIMACHAL FUT,B ,Q,15.20,15.30,14.30,14.90,14.90,15.00,4203,1502406,22232495.00,
500184,HIMADRI CHEM,B ,Q,28.00,28.00,27.55,27.55,27.55,29.00,104,19126,529009.00,
500185,HIND.CONSTN.,B ,Q,39.40,39.55,38.40,38.40,38.40,40.40,3502,1141342,43916888.00,
500186,HIND.OIL EXP,B ,Q,50.90,51.50,50.15,50.70,50.70,50.25,4112,226402,11508813.00,
500187,HSIL        ,T ,Q,235.05,243.00,230.20,231.65,235.20,242.30,299,12858,3006157.00,
500188,HINDUS.ZI   ,A ,Q,153.05,162.90,153.05,161.50,161.50,153.70,10171,336747,53989721.00,
500189,HINDUJA VENT,B ,Q,320.70,339.80,320.50,328.20,328.20,319.85,2135,25930,8586911.00,
500191,HMT LTD.    ,B ,Q,44.50,45.65,42.85,43.75,43.75,44.65,2480,125315,5530580.00,
500192,PRAG BOSIMI ,T ,Q,3.65,4.00,3.65,3.65,4.00,3.84,18,1303,4757.00,
500193,HOTEL LEELA.,B ,Q,25.00,25.00,23.80,23.80,23.80,25.05,752,151635,3632200.00,
500199,I.G.PETRO   ,T ,Q,53.00,55.65,52.90,53.85,53.30,55.65,61,9158,491249.00,
500201,IND.GLYCOLS ,B ,Q,117.55,120.50,116.00,116.95,116.95,116.60,866,22380,2646886.00,
500206,MARGO FIN   ,T ,Q,4.29,4.29,4.10,4.10,4.10,4.09,4,1001,4104.00,
500207,INDO RAMA   ,B ,Q,23.10,23.95,23.10,23.25,23.60,23.35,122,18158,428359.00,
500209,INFOSYS LTD ,A ,Q,3330.00,3330.00,3188.20,3227.00,3227.00,3325.80,12567,79660,256927078.00,
500210,INGERSOLL   ,B ,Q,626.20,626.20,591.00,599.85,600.95,610.25,699,4499,2709303.00,
500211,INSILCO LTD.,T ,Q,13.15,14.00,13.15,13.55,13.55,13.65,35,4731,63747.00,
500213,INTER.TRAVEL,B ,Q,232.75,232.75,218.90,220.70,221.45,228.30,246,5535,1236690.00,
500214,ION EXCHANGE,T ,Q,156.10,162.00,155.20,157.30,156.95,163.35,116,3384,531141.00,
500215,AGRO TECH FO,B ,Q,560.15,588.60,560.05,580.35,588.60,566.55,139,1034,592095.00,
500219,JAIN IRRIG  ,A ,Q,103.25,105.65,98.00,103.75,103.75,102.65,20562,1239057,127225118.00,
500222,JCT ELECTRON,T ,Q,0.72,0.72,0.66,0.66,0.66,0.69,83,5715,3804.00,
500223,JCT LTD     ,T ,Q,2.99,2.99,2.71,2.71,2.71,2.85,258,114077,309469.00,
500227,JINDAL POLYF,B ,Q,225.60,230.90,221.60,225.65,225.65,226.95,1445,25167,5704654.00,
500228,JSWSL       ,A ,Q,1140.00,1164.95,1127.00,1150.25,1150.25,1136.90,8011,58593,67307826.00,
500231,UMANG DAIR  ,B ,Q,54.00,55.25,54.00,55.05,55.05,54.20,84,8255,449096.00,
500233,KAJARIA CER.,B ,Q,534.00,534.05,525.00,527.15,525.00,534.20,42,238,125715.00,
500234,KAKATIYA CEM,B ,Q,117.40,134.50,111.55,114.35,114.35,114.05,516,7795,941041.00,
500235,KALYANI STEL,B ,Q,93.00,94.90,90.80,92.30,92.95,92.90,1110,33121,3050803.00,
500236,KANELIND    ,T ,Q,11.40,11.40,10.77,10.77,10.77,11.33,100,5089,55193.00,
500238,WHIRLPOOL   ,B ,Q,320.00,321.50,315.50,318.85,321.50,321.95,95,341,108474.00,
500239,KG DENIM    ,B ,Q,17.05,18.40,16.80,18.10,18.10,17.20,319,40479,713530.00,
500240,KINETIC ENG.,B ,Q,45.80,47.00,45.00,46.95,45.95,45.75,131,5072,234096.00,
500241,KIRL.BROS.  ,B ,Q,268.00,272.90,263.00,271.10,271.00,269.35,212,1019,270361.00,
500243,KIRL INDUS  ,B ,Q,365.00,372.00,365.00,372.00,372.00,367.75,4,21,7742.00,
500245,KIRL.FERROUS,T ,Q,36.00,37.00,35.00,36.70,36.10,36.00,179,30178,1095949.00,
500246,ENVAIN ELECT,B ,Q,14.20,16.90,14.20,16.90,16.90,15.45,4,100,1487.00,
500247,KOTAK MAH.BK,A ,Q,862.35,862.35,851.10,854.95,854.95,858.75,1860,22565,19334187.00,
500249,KSB PUMPS   ,B ,Q,523.00,525.00,508.45,516.85,520.00,521.30,287,1248,644787.00,
500250,L.G.BALKRISH,B ,Q,445.85,450.00,417.10,425.40,426.00,435.30,877,17649,7480604.00,
500251,TRENT LTD.  ,B ,Q,1214.00,1222.40,1181.85,1199.40,1189.00,1200.50,1005,3349,4016010.00,
500252,LAKSHMI MACH,B ,Q,3740.00,3979.90,3662.00,3879.30,3879.30,3743.45,1345,2106,8048999.00,
500253,LIC HOUS.FIN,A ,Q,312.60,320.50,303.30,317.50,317.50,311.60,14436,352519,110687655.00,
500254,UTTAMVALUE  ,B ,Q,8.25,8.38,7.80,7.84,7.90,8.27,333,55922,449681.00,
500255,LML LTD.    ,B ,Q,6.49,6.49,6.11,6.16,6.13,6.30,189,35008,216818.00,
500256,LOK.HOUS&CON,B ,Q,15.80,15.80,14.65,14.90,14.95,15.00,277,82880,1246073.00,
500257,LUPIN LTD.  ,A ,Q,1040.20,1066.55,1040.20,1058.45,1058.45,1053.45,2750,34010,35888225.00,
500259,LYKA LABS   ,B ,Q,15.05,15.50,15.00,15.05,15.05,15.65,98,8125,122785.00,
500260,RAMCOCEM    ,A ,Q,280.00,284.90,265.05,279.20,279.20,276.60,2305,234367,64008252.00,
500264,MAFATLAL IND,B ,Q,141.85,164.00,141.85,145.65,147.00,146.85,185,3184,462632.00,
500265,MAH.SEAMLESS,B ,Q,306.00,306.00,296.20,297.70,298.00,306.70,451,5294,1589435.00,
500266,MAH.SCOOTER ,B ,Q,645.00,645.00,620.00,633.90,634.95,637.00,358,2702,1705736.00,
500267,MAJESTIC AUT,T ,Q,57.65,62.20,56.90,59.45,59.45,59.85,56,2182,125976.00,
500268,MANALI PETRO,B ,Q,11.65,11.74,11.27,11.32,11.32,11.56,418,82412,942759.00,
500271,MAX INDIA   ,A ,Q,306.00,311.00,297.60,303.95,303.95,304.60,3595,57372,17557707.00,
500277,MID INDIA IN,T ,Q,0.92,0.92,0.84,0.84,0.84,0.88,4,251,226.00,
500279,MIRC ELECT  ,B ,Q,6.50,6.73,6.22,6.48,6.48,6.48,174,72761,467216.00,
500280,CENTURY ENKA,B ,Q,171.10,171.10,163.15,164.85,164.85,166.15,402,6824,1129958.00,
500285,SPICEJET LTD,B ,Q,17.70,17.90,17.20,17.50,17.50,17.45,7511,3270959,57322491.00,
500288,MOREPEN LAB.,B ,Q,4.77,4.95,4.59,4.59,4.59,4.83,299,179032,833836.00,
500290,MRF LTD.    ,A ,Q,21600.00,21699.00,21000.05,21508.05,21508.05,21599.95,908,974,20954618.00,
500292,HEIDEL CEM  ,B ,Q,61.15,61.60,58.95,60.80,60.80,61.10,411,19278,1166925.00,
500294,NCC         ,B ,Q,69.00,71.80,68.30,70.80,71.70,70.05,3260,240618,16954595.00,
500295,SSLT        ,A ,Q,295.00,295.40,283.25,289.90,289.90,293.65,26017,4366499,1263451104.00,
500296,NAHAR SPG.  ,T ,Q,145.00,145.00,136.20,139.10,139.00,140.60,234,14204,1970884.00,
500298,NAT.PEROXIDE,B ,Q,581.00,596.00,570.05,571.10,572.00,588.60,193,2851,1646118.00,
500300,GRASIM IND. ,A ,Q,3210.00,3248.00,3198.00,3210.00,3210.00,3209.40,1073,5457,17543461.00,
500301,NEPC INDIA  ,T ,Q,4.70,4.76,4.48,4.48,4.48,4.71,40,6685,30334.00,
500302,PEL         ,A ,Q,698.00,708.80,695.00,699.80,699.80,698.10,1479,25680,17978166.00,
500303,ADI BIR NUVO,A ,Q,1336.00,1366.00,1324.00,1357.95,1357.95,1322.75,1294,62221,83997933.00,
500304,NIIT LTD.   ,T ,Q,48.40,48.40,45.10,45.85,45.85,47.45,632,80924,3684526.00,
500306,JAYKAY      ,B ,Q,3.00,3.07,2.96,3.06,3.07,3.11,45,4747,14167.00,
500307,NIRLON      ,B ,Q,103.00,112.50,102.55,110.60,110.60,105.35,537,39770,4362370.00,
500310,NOVAPAN IND.,B ,Q,35.25,37.00,35.25,37.00,37.00,36.05,8,766,27919.00,
500312,ONGC CORPN  ,A ,Q,398.00,403.55,394.35,402.30,402.30,395.95,10572,311757,124406186.00,
500313,OIL COUNTRY ,B ,Q,55.00,56.50,54.05,55.55,55.10,55.35,493,12907,719078.00,
500314,ORIENT HOTEL,B ,Q,23.30,23.30,22.80,23.25,23.25,23.20,19,658,15298.00,
500315,ORINTAL BANK,A ,Q,267.00,290.00,265.55,283.95,283.95,268.85,11195,309807,87455343.00,
500317,OSWAL AGRO. ,B ,Q,14.40,14.50,13.85,14.15,14.00,14.60,98,11190,159311.00,
500318,OSWAL SPG(P),T ,Q,2.20,2.24,2.20,2.24,2.24,2.20,8,4,8.00,
500319,INDIAN SUCRO,T ,Q,13.02,13.02,13.02,13.02,13.02,12.90,10,2075,27016.00,
500322,PANYAM CEMEN,T ,Q,37.45,37.45,37.45,37.45,37.45,37.25,4,27,1011.00,
500325,RELIANCE    ,A ,Q,970.00,975.70,959.00,961.85,961.85,967.00,22977,325760,315339085.00,
500327,PEACOCK IND.,T ,Q,7.52,7.65,7.30,7.36,7.30,7.67,50,9266,69031.00,
500329,PENTAMED.G  ,B ,Q,0.99,0.99,0.92,0.93,0.98,0.95,770,94986,91433.00,
500330,RAYMOND     ,B ,Q,393.10,401.80,387.65,393.35,393.35,396.15,2810,42172,16567667.00,
500331,PIDILITE    ,A ,Q,328.55,332.90,327.00,329.30,329.30,327.50,1058,14179,4671785.00,
500333,PIX TRANS   ,B ,Q,45.05,47.90,45.05,46.10,46.10,46.95,112,13300,625942.00,
500335,BIRLA CORPN.,B ,Q,377.00,389.00,370.10,374.35,374.35,377.15,384,3337,1270808.00,
500336,SURYA ROSHNI,B ,Q,101.65,103.00,99.50,100.25,99.50,100.85,730,31485,3165201.00,
500337,PRIME SECUR.,T ,Q,6.87,6.92,6.87,6.91,6.90,7.23,19,3001,20695.00,
500338,PRISM CEMENT,T ,Q,70.00,70.00,65.80,68.00,67.00,69.05,476,102623,6960230.00,
500339,RAIN        ,B ,Q,39.10,40.35,38.35,39.00,39.00,39.00,1331,52047,2052043.00,
500343,PUDUMJEE    ,B ,Q,14.35,15.50,14.35,15.40,15.40,15.25,41,8790,132861.00,
500346,PUN.COMMUNI.,T ,Q,90.70,90.70,83.05,89.90,89.90,86.95,18,10065,855502.00,
500350,RSWM  LTD   ,B ,Q,198.55,201.00,190.00,193.70,193.70,199.05,1179,17465,3415943.00,
500354,RAJSH.SUGAR ,B ,Q,31.90,32.50,31.00,31.40,31.30,31.00,77,4509,142861.00,
500355,RALLIS INDIA,B ,Q,210.00,214.00,205.05,208.20,209.00,210.10,1706,28121,5853207.00,
500356,RAMANEWS    ,B ,Q,7.50,7.50,7.20,7.25,7.25,7.30,28,1573,11345.00,
500357,RAMA PAPER  ,T ,Q,7.60,7.60,7.45,7.45,7.45,7.45,10,3100,23545.00,
500358,RAMA PETRO  ,B ,Q,5.69,5.69,5.69,5.69,5.69,5.98,4,25,142.00,
500359,RANBAXY LAB.,A ,Q,555.00,559.55,544.00,551.75,551.75,555.50,5197,101475,56031821.00,
500360,RAPICUT CARB,B ,Q,43.95,45.00,42.50,44.45,44.00,42.90,55,3146,138747.00,
500365,RMGALLOY    ,B ,Q,4.78,4.80,4.78,4.78,4.78,5.03,10,440,2104.00,
500366,ROLTA (I)   ,B ,Q,104.85,106.05,103.50,104.20,104.20,104.60,4379,281231,29484938.00,
500367,RUBFILA INT.,B ,Q,27.10,28.50,27.10,28.45,28.50,28.05,79,12936,365571.00,
500368,RUCHI SOYA  ,B ,Q,41.20,41.40,40.60,41.15,41.15,41.05,615,40078,1644186.00,
500370,SALORA INT. ,T ,Q,38.60,41.45,38.40,38.40,38.40,40.40,62,4183,160753.00,
500371,SAMTEL IND. ,T ,Q,4.34,4.34,4.34,4.34,4.34,4.14,2,1,4.00,
500372,SAMTEL COL  ,T ,Q,2.67,2.70,2.67,2.70,2.70,2.81,8,6000,16050.00,
500378,JINDAL SAW  ,B ,Q,75.50,75.50,71.70,72.35,72.35,74.90,2162,86668,6330589.00,
500380,JK LAKSHMI  ,B ,Q,213.80,220.90,210.60,217.50,218.50,217.00,1149,24639,5322009.00,
500387,SHREE CEMENT,A ,Q,7170.35,7230.00,7104.00,7196.00,7185.00,7197.30,174,633,4530111.00,
500390,REL INFRA   ,A ,Q,718.80,727.90,706.25,717.35,717.35,718.80,20753,439328,315688184.00,
500399,STEELCO GUJ.,B ,Q,4.75,5.19,4.71,4.71,4.71,4.95,37,2264,10938.00,
500400,TATA POWER  ,A ,Q,102.35,105.50,102.20,104.70,104.70,101.85,6757,591270,61408140.00,
500402,SPMLINFRA   ,T ,Q,60.00,60.00,60.00,60.00,60.00,57.15,18,4270,256200.00,
500403,SUNDARAM FAS,B ,Q,105.40,107.00,101.80,106.20,106.20,104.75,947,17551,1842717.00,
500404,SUNFLAG IRON,B ,Q,26.25,27.50,26.15,27.15,26.90,26.50,488,37276,1005659.00,
500405,SUPREME PET*,B ,Q,76.25,77.70,74.90,76.30,76.30,76.25,794,17708,1347527.00,
500407,SWARAJ ENGIN,B ,Q,895.00,895.00,860.00,876.70,876.70,890.30,484,2828,2461455.00,
500408,TATA ELXSI  ,B ,Q,591.50,598.00,576.00,584.65,584.65,588.45,4098,66307,38938092.00,
500410,ACC LTD     ,A ,Q,1425.00,1428.95,1395.05,1397.70,1397.70,1422.15,2269,24085,33968301.00,
500411,THERMAX     ,A ,Q,913.00,914.00,895.90,904.70,904.70,914.65,441,3267,2968183.00,
500412,THIRUMALAI  ,B ,Q,94.50,95.80,93.10,93.30,93.30,94.50,299,8787,828203.00,
500413,THOMAS COOK ,B ,Q,114.50,115.25,112.00,114.30,114.30,114.70,781,25838,2952486.00,
500414,TIMEX GROUP ,B ,Q,16.00,16.00,14.95,15.05,14.95,15.70,188,20772,317262.00,
500418,TOKYO PLAST ,B ,Q,17.20,19.00,17.20,18.00,18.00,17.30,31,3497,65200.00,
500420,TORRENT PHAR,B ,Q,676.10,678.85,655.50,666.70,666.70,674.95,835,3766,2517855.00,
500422,TRANSCHEM   ,B ,Q,26.15,26.45,23.00,26.30,26.45,24.70,74,4456,110146.00,
500425,AMBUJA CEME ,A ,Q,215.00,216.95,212.20,215.15,215.15,214.80,1925,76142,16366563.00,
500429,UNIPHOS ENT.,B ,Q,27.20,27.20,26.00,26.05,26.00,27.20,21,2490,65133.00,
500440,HINDALCO    ,A ,Q,166.40,174.90,165.25,173.35,173.35,166.45,13463,780484,134400310.00,
500444,WEST COAST  ,B ,Q,55.65,58.40,54.50,57.15,57.15,55.20,1614,858447,48341561.00,
500449,HIND.ORG.CHM,B ,Q,17.70,18.20,17.65,17.75,17.65,18.55,153,17344,308240.00,
500456,PAS.ACRYLON ,B ,Q,5.58,5.58,4.81,5.23,5.24,5.09,18,765,4081.00,
500458,PHIL CORPN. ,T ,Q,3.10,3.10,3.10,3.10,3.10,2.96,2,400,1240.00,
500459,PROCTER &GAM,B ,Q,4350.00,4640.00,4350.00,4573.75,4560.00,4591.50,147,348,1581324.00,
500460,MUKAND LTD. ,B ,Q,33.55,34.90,33.30,33.95,33.85,34.35,58,3258,110099.00,
500463,AGCNET      ,B ,Q,64.80,65.30,64.10,65.10,65.30,65.45,157,1918,124348.00,
500464,UCAL FUEL   ,B ,Q,70.60,70.60,67.20,67.50,67.50,69.30,86,3581,245367.00,
500465,VARUN SHIP. ,B ,Q,9.25,9.40,9.12,9.12,9.12,9.59,315,65163,597814.00,
500467,HARR.MALAYAL,B ,Q,58.50,59.10,57.75,58.15,58.15,58.15,163,7590,443515.00,
500469,FEDERAL BANK,A ,Q,114.05,118.30,111.55,116.95,116.95,113.90,10602,607530,70112245.00,
500470,TATA STEEL  ,A ,Q,497.00,517.40,493.65,513.95,513.95,500.95,26911,776687,395122122.00,XD
