SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500111,REL.CAP.    ,A ,Q,594.00,607.10,587.60,600.80,600.80,593.10,26596,708498,423214583.00,
500112,STATE BANK  ,A ,Q,2558.00,2619.90,2532.00,2597.65,2597.65,2573.15,19960,199278,511981436.00,
500113,STEEL AUTH. ,A ,Q,85.75,88.10,85.20,87.55,87.55,85.55,10964,983382,85601206.00,
500114,TITAN       ,A ,Q,328.05,337.00,323.80,334.10,334.10,327.40,3969,158051,52562701.00,
500116,IDBI BANK L ,A ,Q,95.20,95.65,93.65,94.70,94.70,94.65,4737,353546,33491413.00,
500117,DCW LTD.    ,B ,Q,25.45,25.45,24.65,25.15,25.15,25.20,1681,317668,7980503.00,
500119,DHAMPUR SUGA,B ,Q,58.05,59.40,57.65,58.70,58.70,58.40,255,18925,1106157.00,
500120,DIAMINES&CHM,B ,Q,33.00,34.10,32.00,32.15,32.00,33.00,117,7489,246501.00,
500123,ELANTAS     ,B ,Q,701.60,729.85,698.00,727.85,729.00,705.35,959,3039,2163963.00,
500124,DR.REDDY'S  ,A ,Q,2641.00,2666.70,2625.85,2646.50,2645.00,2648.35,1625,9457,25034766.00,
500125,E.I.D.PAR   ,B ,Q,200.00,200.85,196.65,198.05,198.05,201.60,974,16757,3339797.00,
500126,MERCK LTD   ,B ,Q,729.30,732.00,726.00,727.75,727.70,721.60,177,1687,1228626.00,
500128,ELEC.CASTING,B ,Q,30.90,32.35,30.90,31.80,31.75,30.70,1770,215340,6815399.00,
500132,EMPEE SUGARS,T ,Q,7.00,7.00,6.55,6.70,6.70,6.73,14,4550,30890.00,
500133,ESAB INDIA  ,T ,Q,658.00,658.00,640.00,640.15,640.00,648.70,12,362,236215.00,
500134,ESSAR OIL   ,A ,Q,106.90,107.60,106.05,106.65,106.65,106.15,1318,110106,11754905.00,
500135,ESSEL PROP  ,B ,Q,103.80,105.35,103.00,103.35,103.35,103.20,779,14953,1559597.00,
500136,ESTER INDUS.,T ,Q,21.00,21.50,20.00,21.40,21.40,20.55,81,25677,540061.00,
500139,FEDDER.LLYOD,B ,Q,78.50,79.15,77.85,78.15,78.15,78.05,741,47890,3763074.00,
500141,FERRO ALLOYS,B ,Q,8.75,9.40,8.75,9.05,9.04,9.20,329,49232,449281.00,
500142,FGP LTD.    ,T ,Q,3.35,3.35,3.05,3.34,3.34,3.20,7,1462,4477.00,
500144,FINOL. CABLE,B ,Q,206.00,208.85,200.05,205.95,205.95,207.00,2000,55320,11388674.00,
500145,FIRST LEASIN,Z ,Q,13.25,13.90,13.25,13.90,13.90,13.25,72,25164,349371.00,
500147,CMI FPE     ,B ,Q,525.00,529.90,510.70,520.00,520.00,527.50,28,441,227820.00,
500148,UFLEX LTD   ,B ,Q,123.00,124.50,122.15,123.75,124.00,122.85,960,38521,4758572.00,
500150,FOSECO INDIA,B ,Q,698.90,709.00,697.30,700.40,706.00,695.30,59,388,272779.00,
500151,GOLDEN TOB  ,B ,Q,22.10,23.70,22.10,23.70,23.70,22.60,23,810,18605.00,
500153,GANESH BENZO,B ,Q,6.00,6.10,6.00,6.10,6.10,5.86,4,1000,6030.00,
500155,GARDEN SILK ,B ,Q,46.35,48.70,45.65,46.85,46.85,46.45,360,14281,678992.00,
500159,METROGLOBL  ,B ,Q,62.10,62.10,53.55,55.65,56.50,56.65,32,772,44883.00,
500160,GTL LTD.    ,B ,Q,23.10,24.10,23.10,23.50,23.50,23.30,468,47651,1130330.00,
500162,PARRYSUGR   ,T ,Q,22.70,24.00,22.70,24.00,24.00,22.90,6,72,1647.00,
500163,GODFREY PH  ,B ,Q,2635.00,2750.00,2635.00,2718.75,2718.75,2603.75,260,896,2392013.00,
500164,GODREJ IND  ,A ,Q,337.00,339.75,335.50,337.00,336.50,336.05,1595,42968,14510907.00,
500165,KANSAI NERO ,B ,Q,1550.00,1614.90,1550.00,1577.50,1577.50,1537.00,121,1264,2010815.00,
500166,GOODRICKE   ,B ,Q,175.50,177.80,173.90,176.65,176.65,176.40,552,18095,3180952.00,
500168,GOODYEAR (I),B ,Q,521.00,529.80,517.00,523.75,523.75,523.90,222,4021,2110155.00,
500170,GTN INDUS   ,T ,Q,14.11,14.11,14.00,14.00,14.00,14.69,9,314,4407.00,
500171,GHCL LTD    ,B ,Q,52.40,54.25,52.10,53.40,53.40,52.35,1542,93578,4990401.00,
500173,GUJ.FLOURO  ,B ,Q,488.00,496.00,485.25,491.20,490.10,486.15,895,6188,3043533.00,
500174,GUJ.LEASE   ,T ,Q,2.55,2.68,2.44,2.56,2.56,2.56,10,1174,2995.00,
500179,HCL INFOSYS ,B ,Q,69.75,76.45,68.40,74.25,74.25,69.15,25618,2276915,167773932.00,
500180,HDFC BANK   ,A ,Q,838.00,840.00,829.80,831.35,831.35,835.60,2882,61655,51355950.00,
500182,HEROMOTOCO  ,A ,Q,2442.10,2466.85,2435.00,2444.35,2444.35,2433.90,2003,11676,28645479.00,
500183,HIMACHAL FUT,B ,Q,15.50,16.00,15.50,15.80,15.80,15.45,2119,873108,13762182.00,
500184,HIMADRI CHEM,B ,Q,29.50,30.15,29.10,30.05,30.05,28.75,275,49714,1485636.00,
500185,HIND.CONSTN.,B ,Q,40.45,41.70,40.45,41.05,41.05,39.75,4996,1174957,48463296.00,
500186,HIND.OIL EXP,B ,Q,53.70,54.15,52.75,53.15,53.15,53.40,2659,248733,13263358.00,
500187,HSIL        ,T ,Q,250.00,261.35,247.25,261.35,261.35,248.95,385,23229,5928036.00,
500188,HINDUS.ZI   ,A ,Q,165.40,167.60,163.60,166.35,166.35,165.75,3860,238544,39544470.00,
500189,HINDUJA VENT,B ,Q,329.70,338.50,328.25,331.30,331.30,327.95,1363,19983,6644077.00,
500191,HMT LTD.    ,B ,Q,46.20,47.30,45.55,46.50,46.50,46.05,1232,75473,3516891.00,
500192,PRAG BOSIMI ,T ,Q,3.48,3.83,3.47,3.83,3.83,3.65,14,1646,6064.00,
500193,HOTEL LEELA.,B ,Q,27.10,27.10,25.45,26.20,26.20,26.15,1829,208093,5436603.00,
500199,I.G.PETRO   ,T ,Q,58.95,61.75,58.55,61.75,61.75,58.85,96,10791,656458.00,
500201,IND.GLYCOLS ,B ,Q,131.00,133.50,129.00,129.70,129.70,128.70,3588,111926,14680309.00,
500202,IND.LEAS.DEV,T ,Q,6.25,6.51,6.25,6.51,6.51,6.21,4,14,89.00,
500206,MARGO FIN   ,T ,Q,3.53,3.53,3.53,3.53,3.53,3.71,2,1,3.00,
500207,INDO RAMA   ,B ,Q,25.15,25.15,24.20,24.45,24.25,24.00,63,8835,215701.00,
500209,INFOSYS LTD ,A ,Q,3231.00,3342.85,3231.00,3243.30,3243.30,3229.40,7283,43273,141548381.00,
500210,INGERSOLL   ,B ,Q,610.15,619.70,609.00,613.55,619.00,604.90,441,5091,3137503.00,
500211,INSILCO LTD.,T ,Q,14.00,14.00,13.10,13.30,13.20,13.70,58,15910,212592.00,
500212,INTEG.FIN.SE,T ,Q,13.55,13.55,13.55,13.55,13.55,14.16,2,180,2439.00,
500213,INTER.TRAVEL,B ,Q,245.00,246.95,235.35,237.90,237.90,242.10,169,4750,1146253.00,
500214,ION EXCHANGE,T ,Q,160.00,168.00,160.00,166.65,167.50,163.60,92,6500,1078810.00,
500215,AGRO TECH FO,B ,Q,597.90,597.90,585.00,592.50,593.60,592.00,203,2927,1728208.00,
500219,JAIN IRRIG  ,A ,Q,108.85,111.50,107.10,110.25,110.25,108.05,13802,1002671,110156288.00,
500220,JASCH INDUST,B ,Q,11.50,12.28,11.10,12.27,12.28,11.39,17,3103,36455.00,
500222,JCT ELECTRON,T ,Q,0.69,0.69,0.63,0.69,0.69,0.66,186,14991,9790.00,
500223,JCT LTD     ,T ,Q,2.60,2.80,2.60,2.77,2.80,2.67,453,178648,495314.00,
500227,JINDAL POLYF,B ,Q,243.75,247.85,242.00,243.25,243.25,242.25,2400,66435,16188383.00,
500228,JSWSL       ,A ,Q,1200.00,1232.00,1186.30,1225.25,1225.25,1200.70,7421,73162,88768978.00,
500231,UMANG DAIR  ,B ,Q,61.00,61.25,59.50,61.25,61.25,58.35,194,23449,1431626.00,
500233,KAJARIA CER.,B ,Q,532.50,566.65,528.50,551.05,552.00,529.60,1007,18665,10301930.00,XD
500234,KAKATIYA CEM,B ,Q,122.65,125.00,122.65,123.60,123.60,124.25,90,2284,283491.00,
500235,KALYANI STEL,B ,Q,96.30,101.10,96.25,101.10,101.10,96.30,1434,95301,9492737.00,
500236,KANELIND    ,T ,Q,10.84,10.84,9.82,10.02,10.25,10.33,239,21224,212079.00,
500238,WHIRLPOOL   ,B ,Q,311.00,336.70,311.00,336.70,336.70,320.70,230,5573,1861069.00,
500239,KG DENIM    ,B ,Q,17.95,20.70,17.55,18.45,18.35,17.50,464,119730,2284434.00,
500240,KINETIC ENG.,B ,Q,51.20,51.20,47.70,48.00,48.00,48.25,253,13555,654053.00,
500241,KIRL.BROS.  ,B ,Q,290.00,310.00,289.00,303.30,303.30,285.50,362,5034,1504748.00,
500243,KIRL INDUS  ,B ,Q,382.00,390.00,380.45,382.40,382.50,380.00,18,214,82413.00,
500245,KIRL.FERROUS,T ,Q,39.00,39.55,37.80,38.55,38.75,38.35,211,37025,1441875.00,
500246,ENVAIN ELECT,B ,Q,16.00,16.00,15.60,15.75,15.75,17.00,16,592,9325.00,
500247,KOTAK MAH.BK,A ,Q,890.00,917.20,885.00,914.80,914.80,884.25,7171,318899,290104022.00,
500249,KSB PUMPS   ,B ,Q,524.00,529.00,523.00,525.80,528.90,523.75,114,732,384184.00,
500250,L.G.BALKRISH,B ,Q,439.00,451.00,439.00,445.00,445.80,439.10,826,6476,2894468.00,
500251,TRENT LTD.  ,B ,Q,1209.00,1221.30,1205.00,1214.15,1214.15,1210.80,824,1468,1784032.00,
500252,LAKSHMI MACH,B ,Q,3900.00,3960.00,3878.00,3934.80,3934.80,3896.40,838,1362,5350255.00,
500253,LIC HOUS.FIN,A ,Q,309.00,312.00,307.40,309.55,309.55,307.95,9181,428097,132662617.00,
500254,UTTAMVALUE  ,B ,Q,8.50,9.08,8.50,8.91,8.91,8.66,1107,450441,4018509.00,
500255,LML LTD.    ,B ,Q,6.28,6.29,5.95,6.20,6.20,6.12,214,28582,175251.00,
500256,LOK.HOUS&CON,B ,Q,15.10,15.40,14.85,14.90,14.90,15.00,427,104070,1569011.00,
500257,LUPIN LTD.  ,A ,Q,1064.90,1094.00,1063.00,1091.80,1092.90,1063.25,3584,42020,45546674.00,
500259,LYKA LABS   ,B ,Q,17.35,17.35,16.55,17.25,17.35,16.55,284,45147,774305.00,
500260,RAMCOCEM    ,A ,Q,283.00,283.00,272.90,280.20,282.00,279.55,1278,44998,12590184.00,
500264,MAFATLAL IND,B ,Q,167.55,167.55,154.20,158.00,157.25,157.55,101,9397,1485041.00,
500265,MAH.SEAMLESS,B ,Q,310.50,314.95,306.25,309.80,307.50,309.70,363,5348,1658438.00,
500266,MAH.SCOOTER ,B ,Q,690.00,704.00,688.20,698.50,701.60,687.40,290,2093,1462555.00,
500267,MAJESTIC AUT,T ,Q,59.65,60.80,58.00,59.20,59.00,58.85,77,4579,270137.00,
500268,MANALI PETRO,B ,Q,11.71,12.10,11.65,11.82,11.82,11.71,568,114359,1355119.00,
500271,MAX INDIA   ,A ,Q,309.00,325.10,307.25,320.55,320.55,308.70,6711,166993,53317315.00,
500279,MIRC ELECT  ,B ,Q,7.13,7.17,6.85,7.13,7.13,6.83,869,292299,2082347.00,
500280,CENTURY ENKA,B ,Q,173.20,174.00,171.35,173.35,173.05,172.20,222,6202,1073435.00,
500284,LORDS CHLORO,T ,Q,29.40,29.40,29.40,29.40,29.40,28.00,2,1,29.00,
500285,SPICEJET LTD,B ,Q,18.35,18.35,18.00,18.10,18.10,18.20,3511,1986347,36008923.00,
500288,MOREPEN LAB.,B ,Q,4.80,5.09,4.80,5.09,5.09,4.85,241,168629,855535.00,
500290,MRF LTD.    ,A ,Q,22829.40,23340.00,22700.00,23282.50,23340.00,22755.95,1251,1395,32159561.00,
500292,HEIDEL CEM  ,B ,Q,62.00,65.50,61.90,65.10,65.10,62.40,1707,177808,11578716.00,
500294,NCC         ,B ,Q,75.00,76.50,74.20,75.40,75.40,74.50,3657,287808,21714815.00,
500295,SSLT        ,A ,Q,299.00,303.40,296.40,302.10,302.10,296.65,16959,886083,266512169.00,
500296,NAHAR SPG.  ,T ,Q,141.05,146.95,141.05,145.00,145.00,143.55,238,10262,1487992.00,
500298,NAT.PEROXIDE,B ,Q,585.95,585.95,572.40,581.85,585.00,575.85,233,4083,2358710.00,
500300,GRASIM IND. ,A ,Q,3262.15,3390.00,3262.15,3377.50,3379.00,3259.40,2581,10403,34792893.00,
500301,NEPC INDIA  ,T ,Q,4.20,4.55,4.20,4.41,4.41,4.42,69,23115,102582.00,
500302,PEL         ,A ,Q,635.20,655.00,635.20,642.30,642.30,646.60,692,6873,4432397.00,
500303,ADI BIR NUVO,A ,Q,1408.00,1417.00,1402.00,1407.70,1407.70,1405.60,895,5064,7137816.00,
500304,NIIT LTD.   ,T ,Q,50.00,51.65,49.00,50.10,50.10,49.75,489,82418,4145900.00,
500306,JAYKAY      ,B ,Q,2.86,3.05,2.77,3.05,3.05,2.91,47,5052,15048.00,
500307,NIRLON      ,B ,Q,116.00,118.00,115.00,116.80,116.55,116.50,288,21570,2520273.00,
500310,NOVAPAN IND.,B ,Q,38.00,38.00,38.00,38.00,38.00,38.00,2,1,38.00,
500312,ONGC CORPN  ,A ,Q,414.00,415.80,405.10,413.55,413.55,416.10,21270,665357,272687699.00,
500313,OIL COUNTRY ,B ,Q,59.45,59.50,57.40,58.45,58.45,57.95,502,27930,1634705.00,
500314,ORIENT HOTEL,B ,Q,23.05,24.15,23.05,24.05,24.05,23.15,6,993,23243.00,
500315,ORINTAL BANK,A ,Q,290.00,295.70,287.90,292.15,292.15,290.50,4480,152292,44533354.00,
500317,OSWAL AGRO. ,B ,Q,14.30,15.50,14.30,14.80,15.35,14.35,243,43345,649522.00,
500318,OSWAL SPG(P),T ,Q,2.22,2.22,2.19,2.19,2.19,2.18,54,27,59.00,
500322,PANYAM CEMEN,T ,Q,39.70,39.75,39.45,39.45,39.45,38.75,17,380,15089.00,
500325,RELIANCE    ,A ,Q,989.00,997.50,980.20,982.35,982.35,989.05,16201,230426,227235145.00,
500327,PEACOCK IND.,T ,Q,7.60,8.10,7.50,7.86,7.70,7.77,72,31943,248981.00,
500329,PENTAMED.G  ,B ,Q,1.02,1.02,0.96,1.02,1.02,0.98,739,107760,108216.00,
500330,RAYMOND     ,B ,Q,414.00,436.65,411.50,430.15,430.15,411.75,6449,284061,119093749.00,
500331,PIDILITE    ,A ,Q,345.10,350.90,345.00,348.30,348.30,341.00,2316,43134,15035096.00,
500333,PIX TRANS   ,B ,Q,47.00,47.70,44.50,46.80,46.75,46.75,179,18394,853792.00,
500335,BIRLA CORPN.,B ,Q,398.80,401.90,393.00,399.20,399.20,389.60,74,490,195488.00,
500336,SURYA ROSHNI,B ,Q,102.95,103.40,100.35,101.05,101.05,102.50,816,39755,4054769.00,
500337,PRIME SECUR.,T ,Q,7.25,7.35,6.91,7.35,7.35,7.00,32,29303,213484.00,
500338,PRISM CEMENT,T ,Q,73.50,73.80,70.80,73.00,73.00,72.70,546,34739,2533996.00,
500339,RAIN        ,B ,Q,40.50,40.60,39.75,40.25,40.25,40.50,842,65562,2633803.00,
500343,PUDUMJEE    ,B ,Q,14.80,15.00,14.75,15.00,14.85,14.50,12,1916,28568.00,
500346,PUN.COMMUNI.,T ,Q,86.00,88.50,84.05,87.85,87.85,85.05,130,21410,1855209.00,
500350,RSWM  LTD   ,B ,Q,203.95,206.35,202.00,205.00,203.05,202.85,1368,23161,4727189.00,
500354,RAJSH.SUGAR ,B ,Q,32.00,33.35,32.00,33.25,33.10,32.10,64,1337,43966.00,
500355,RALLIS INDIA,B ,Q,213.10,221.20,212.15,217.55,217.55,210.60,3972,110722,24220208.00,
500356,RAMANEWS    ,B ,Q,7.45,7.89,7.31,7.46,7.69,7.64,96,23973,181922.00,
500357,RAMA PAPER  ,T ,Q,7.00,7.15,7.00,7.15,7.15,6.98,8,10500,75000.00,
500359,RANBAXY LAB.,A ,Q,559.00,561.20,553.35,555.55,555.55,557.55,3078,67156,37404781.00,
500360,RAPICUT CARB,B ,Q,46.00,48.95,44.25,45.15,45.00,45.95,82,4148,189044.00,
500365,RMGALLOY    ,B ,Q,4.91,4.91,4.52,4.78,4.54,4.68,66,10222,49462.00,
500366,ROLTA (I)   ,B ,Q,106.85,107.80,105.30,106.30,106.30,106.35,4762,297592,31745470.00,
500367,RUBFILA INT.,B ,Q,28.00,33.00,28.00,30.35,30.35,28.20,839,170931,5138434.00,
500368,RUCHI SOYA  ,B ,Q,43.75,44.30,42.85,43.10,43.10,43.60,1291,96031,4173894.00,
500370,SALORA INT. ,T ,Q,40.95,40.95,38.00,38.00,38.00,39.45,15,3201,122190.00,
500371,SAMTEL IND. ,T ,Q,4.55,4.55,4.55,4.55,4.55,4.34,2,5,22.00,
500372,SAMTEL COL  ,T ,Q,2.47,2.60,2.47,2.50,2.50,2.60,12,4100,10445.00,
500378,JINDAL SAW  ,B ,Q,75.00,77.25,74.40,75.15,75.15,74.65,4752,312493,23727401.00,
500380,JK LAKSHMI  ,B ,Q,224.00,226.90,220.50,223.05,223.05,223.75,1322,39142,8776541.00,
500387,SHREE CEMENT,A ,Q,7235.80,7498.00,7146.00,7369.00,7369.00,7243.30,262,684,4968839.00,
500388,SHREE KRISHN,T ,Q,11.57,11.57,10.47,10.47,10.47,11.02,6,30,316.00,
500390,REL INFRA   ,A ,Q,776.50,791.65,771.00,786.80,786.80,780.05,19748,492450,384882718.00,
500399,STEELCO GUJ.,B ,Q,4.85,4.86,4.61,4.86,4.86,4.63,21,1713,8320.00,
500400,TATA POWER  ,A ,Q,105.20,109.55,104.20,108.55,108.55,104.85,9125,1012294,108712425.00,
500402,SPMLINFRA   ,T ,Q,69.45,69.45,69.45,69.45,69.45,66.15,10,209,14515.00,
500403,SUNDARAM FAS,B ,Q,113.60,118.40,110.25,114.70,114.70,115.15,1474,42946,4974477.00,
500404,SUNFLAG IRON,B ,Q,27.90,29.25,27.20,28.60,28.60,27.55,768,62337,1774051.00,
500405,SUPREME PET*,B ,Q,82.00,84.00,81.90,83.35,83.35,81.80,1230,40178,3340124.00,
500407,SWARAJ ENGIN,B ,Q,929.80,931.90,920.00,925.00,921.10,919.00,275,939,869429.00,
500408,TATA ELXSI  ,B ,Q,607.65,641.35,607.65,636.80,636.80,605.65,15073,309479,194446188.00,
500410,ACC LTD     ,A ,Q,1445.00,1482.70,1438.85,1478.00,1478.00,1437.05,2035,27063,39722200.00,
500411,THERMAX     ,A ,Q,929.50,942.00,914.00,920.80,922.00,922.30,372,1198,1111358.00,
500412,THIRUMALAI  ,B ,Q,96.05,99.90,95.50,97.70,97.70,96.55,678,23113,2275865.00,
500413,THOMAS COOK ,B ,Q,117.05,120.30,116.75,117.35,117.35,117.40,2675,91510,10839915.00,
500414,TIMEX GROUP ,B ,Q,15.20,15.40,15.00,15.05,15.00,15.20,132,13031,198132.00,
500418,TOKYO PLAST ,B ,Q,17.25,17.25,16.15,16.35,16.35,17.90,54,4572,75640.00,
500420,TORRENT PHAR,B ,Q,710.00,715.80,695.05,701.05,698.50,705.00,846,8352,5901477.00,
500422,TRANSCHEM   ,B ,Q,21.85,24.00,21.85,23.10,23.10,23.10,18,1202,28610.00,
500425,AMBUJA CEME ,A ,Q,223.00,225.60,222.00,224.55,224.55,221.80,2975,123216,27613093.00,
500426,UTLINDS     ,T ,Q,8.47,8.47,8.47,8.47,8.47,8.07,2,49,415.00,
500429,UNIPHOS ENT.,B ,Q,27.00,28.10,27.00,28.00,28.00,27.50,33,3182,87775.00,
500439,VARD HOLDNG ,B ,Q,711.00,711.00,703.00,706.30,703.00,744.45,10,217,153307.00,
500440,HINDALCO    ,A ,Q,184.00,190.00,180.70,188.75,188.75,181.65,18778,1365427,253569055.00,
500444,WEST COAST  ,B ,Q,56.45,59.15,56.45,57.90,57.90,57.65,1416,80101,4670079.00,
500449,HIND.ORG.CHM,B ,Q,18.45,18.45,17.80,17.80,17.80,18.15,101,10716,192901.00,
500456,PAS.ACRYLON ,B ,Q,5.25,5.44,4.81,5.00,5.00,5.20,113,38973,195762.00,
500459,PROCTER &GAM,B ,Q,4709.90,4764.00,4700.00,4746.25,4710.00,4740.95,74,120,565981.00,
500460,MUKAND LTD. ,B ,Q,36.35,37.80,36.00,37.15,37.00,36.30,129,13356,493564.00,
500463,AGCNET      ,B ,Q,66.45,67.00,65.40,66.00,66.00,66.00,125,1096,72295.00,
